university_code,university_name,country,province_state,city,building_number,street,postal_code,website,type,language,established
GENESEO,SUNY Geneseo,USA,NY,Geneseo,1,College Cir,14454,geneseo.edu,Public,English,1871
NEW_PALTZ,SUNY New Paltz,USA,NY,New Paltz,1,Hawk Dr,12561,newpaltz.edu,Public,English,1828
ONEONTA,SUNY Oneonta,USA,NY,Oneonta,108,Ravine Pkwy,13820,oneonta.edu,Public,English,1889
OSWEGO,SUNY Oswego,USA,NY,Oswego,7060,State Route 104,13126,oswego.edu,Public,English,1861
PLATTSBURGH,SUNY Plattsburgh,USA,NY,Plattsburgh,101,Broad St,12901,plattsburgh.edu,Public,English,1889
POTSDAM,SUNY Potsdam,USA,NY,Potsdam,44,Pierrepont Ave,13676,potsdam.edu,Public,English,1816
PURCHASE,SUNY Purchase,USA,NY,Purchase,735,Anderson Hill Rd,10577,purchase.edu,Public,English,1967
BROCKPORT,SUNY Brockport,USA,NY,Brockport,350,New Campus Dr,14420,brockport.edu,Public,English,1835
COLLEGE_ENVIRONMENTAL,SUNY College of Environmental Science and Forestry,USA,NY,Syracuse,1,Forestry Dr,13210,esf.edu,Public,English,1911
MARITIME_COLLEGE,SUNY Maritime College,USA,NY,Throggs Neck,6,Pennyfield Ave,10465,sunymaritime.edu,Public,English,1874
FARMINGDALE,Farmingdale State College,USA,NY,Farmingdale,2350,Broadhollow Rd,11735,farmingdale.edu,Public,English,1912
OLD_WESTBURY,SUNY Old Westbury,USA,NY,Old Westbury,223,Store Hill Rd,11568,oldwestbury.edu,Public,English,1965
ADIRONDACK,Adirondack Community College,USA,NY,Queensbury,640,Bay Rd,12804,sunyacc.edu,Public,English,1960
BROOME,Broome Community College,USA,NY,Binghamton,907,Upper Front St,13905,sunybroome.edu,Public,English,1946
CAYUGA,Cayuga Community College,USA,NY,Auburn,197,Franklin St,13021,cayuga-cc.edu,Public,English,1953
CLINTON,Clinton Community College,USA,NY,Plattsburgh,136,Clinton Point Dr,12901,clinton.edu,Public,English,1966
COLUMBIA_GREENE,Columbia-Greene Community College,USA,NY,Hudson,4400,Route 23,12534,sunycgcc.edu,Public,English,1966
CORNING,Corning Community College,USA,NY,Corning,1,Academic Dr,14830,corning-cc.edu,Public,English,1956
DUTCHESS,Dutchess Community College,USA,NY,Poughkeepsie,53,Pendell Rd,12601,sunydutchess.edu,Public,English,1957
ERIE,Erie Community College,USA,NY,Buffalo,121,Ellicott St,14203,ecc.edu,Public,English,1946
FINGER_LAKES,Finger Lakes Community College,USA,NY,Canandaigua,3325,Marvin Sands Dr,14424,flcc.edu,Public,English,1965
FULTON_MONTGOMERY,Fulton-Montgomery Community College,USA,NY,Johnstown,2805,State Highway 67,12095,fmcc.edu,Public,English,1963
GENESEE,Genesee Community College,USA,NY,Batavia,1,College Rd,14020,genesee.edu,Public,English,1966
HERKIMER,Herkimer County Community College,USA,NY,Herkimer,100,Reservoir Rd,13350,herkimer.edu,Public,English,1966
HUDSON_VALLEY,Hudson Valley Community College,USA,NY,Troy,80,Vandenburgh Ave,12180,hvcc.edu,Public,English,1953
JAMESTOWN,Jamestown Community College,USA,NY,Jamestown,525,Falconer St,14701,sunyjcc.edu,Public,English,1950
JEFFERSON,Jefferson Community College,USA,NY,Watertown,1220,Coffeen St,13601,sunyjefferson.edu,Public,English,1961
MOHAWK_VALLEY,Mohawk Valley Community College,USA,NY,Utica,1101,Sherman Dr,13501,mvcc.edu,Public,English,1946
MONROE,Monroe Community College,USA,NY,Rochester,1000,East Henrietta Rd,14623,monroecc.edu,Public,English,1961
NASSAU,Nassau Community College,USA,NY,Garden City,1,Education Dr,11530,ncc.edu,Public,English,1959
NIAGARA_COUNTY,Niagara County Community College,USA,NY,Sanborn,3111,Saunders Settlement Rd,14132,niagaracc.suny.edu,Public,English,1962
NORTH_COUNTRY,North Country Community College,USA,NY,Saranac Lake,23,Santanoni Ave,12983,nccc.edu,Public,English,1967
ONONDAGA,Onondaga Community College,USA,NY,Syracuse,4585,West Seneca Tpke,13215,sunyocc.edu,Public,English,1961
ORANGE,Orange County Community College,USA,NY,Middletown,115,South St,10940,sunyorange.edu,Public,English,1950
ROCKLAND,Rockland Community College,USA,NY,Suffern,145,College Rd,10901,sunyrockland.edu,Public,English,1959
SCHENECTADY,Schenectady County Community College,USA,NY,Schenectady,78,Washington Ave,12305,sunysccc.edu,Public,English,1961
SUFFOLK,Suffolk County Community College,USA,NY,Selden,533,College Rd,11784,sunysuffolk.edu,Public,English,1959
SULLIVAN,Sullivan County Community College,USA,NY,Loch Sheldrake,112,College Rd,12759,sullivan.suny.edu,Public,English,1962
TOMPKINS_CORTLAND,Tompkins Cortland Community College,USA,NY,Dryden,170,North St,13053,tc3.edu,Public,English,1968
ULSTER,Ulster County Community College,USA,NY,Stone Ridge,491,Cottekill Rd,12484,sunyulster.edu,Public,English,1961
WESTCHESTER,Westchester Community College,USA,NY,Valhalla,75,Grasslands Rd,10595,sunywcc.edu,Public,English,1946
ADELPHI,Adelphi University,USA,NY,Garden City,1,South Ave,11530,adelphi.edu,Private,English,1896
ALFRED,Alfred University,USA,NY,Alfred,1,Saxon Dr,14802,alfred.edu,Private,English,1836
BARD,Bard College,USA,NY,Annandale-on-Hudson,30,Campus Rd,12504,bard.edu,Private,English,1860
CANISIUS,Canisius College,USA,NY,Buffalo,2001,Main St,14208,canisius.edu,Private,English,1870
CAZENOVIA,Cazenovia College,USA,NY,Cazenovia,22,Sullivan St,13035,cazenovia.edu,Private,English,1824
D'YOUVILLE,D'Youville College,USA,NY,Buffalo,320,Porter Ave,14201,dyc.edu,Private,English,1908
DAEMEN,Daemen College,USA,NY,Amherst,4380,Main St,14226,daemen.edu,Private,English,1947
DOMINICAN_NY,Dominican College,USA,NY,Orangeburg,470,Western Hwy,10962,dc.edu,Private,English,1952
ELMIRA_NY,Elmira College,USA,NY,Elmira,1,Park Pl,14901,elmira.edu,Private,English,1855
EUGENE_LANG,Eugene Lang College,USA,NY,New York,65,West 11th St,10011,newschool.edu,Private,English,1978
FASHION_INSTITUTE_TECH,Fashion Institute of Technology,USA,NY,New York,227,West 27th St,10001,fitnyc.edu,Public,English,1944
FIVE_TOWNS,Five Towns College,USA,NY,Dix Hills,305,North Service Rd,11746,ftc.edu,Private,English,1972
HARTWICK,Hartwick College,USA,NY,Oneonta,1,Hartwick Dr,13820,hartwick.edu,Private,English,1797
HILBERT,Hilbert College,USA,NY,Hamburg,5200,South Park Ave,14075,hilbert.edu,Private,English,1957
HOBART_WILLIAM_SMITH,Hobart and William Smith Colleges,USA,NY,Geneva,300,Pulteney St,14456,hws.edu,Private,English,1822
HOFSTRA,Hofstra University,USA,NY,Hempstead,1000,Fulton Ave,11549,hofstra.edu,Private,English,1935
HOUGHTON,Houghton College,USA,NY,Houghton,1,Willard Ave,14744,houghton.edu,Private,English,1883
IONA,Iona College,USA,NY,New Rochelle,715,North Ave,10801,iona.edu,Private,English,1940
JUILLIARD,The Juilliard School,USA,NY,New York,60,Lincoln Center Plaza,10023,juilliard.edu,Private,English,1905
KEUKA,Keuka College,USA,NY,Keuka Park,141,Central Ave,14478,keuka.edu,Private,English,1890
LE_MOYNE,Le Moyne College,USA,NY,Syracuse,1419,Salt Springs Rd,13214,lemoyne.edu,Private,English,1946
LIM,LIM College,USA,NY,New York,12,East 53rd St,10022,limcollege.edu,Private,English,1939
LIU_BROOKLYN,Long Island University Brooklyn,USA,NY,Brooklyn,1,University Plaza,11201,liu.edu,Private,English,1926
LIU_POST,Long Island University Post,USA,NY,Brookville,720,Northern Blvd,11548,liu.edu,Private,English,1954
MANHATTAN,Manhattan College,USA,NY,Riverdale,4513,Manhattan College Pkwy,10471,manhattan.edu,Private,English,1853
MANHATTANVILLE,Manhattanville College,USA,NY,Purchase,2900,Purchase St,10577,mville.edu,Private,English,1841
MARIST,Marist College,USA,NY,Poughkeepsie,3399,North Rd,12601,marist.edu,Private,English,1929
MARYMOUNT_MANHATTAN,Marymount Manhattan College,USA,NY,New York,221,East 71st St,10021,mmm.edu,Private,English,1936
MERCY,Mercy College,USA,NY,Dobbs Ferry,555,Broadway,10522,mercy.edu,Private,English,1950
MOLLOY,Molloy College,USA,NY,Rockville Centre,1000,Hempstead Ave,11571,molloy.edu,Private,English,1955
MOUNT_SAINT_MARY_NY,Mount Saint Mary College,USA,NY,Newburgh,330,Powell Ave,12550,msmc.edu,Private,English,1960
MOUNT_SAINT_VINCENT,College of Mount Saint Vincent,USA,NY,Riverdale,6301,Riverdale Ave,10471,mountsaintvincent.edu,Private,English,1847
NAZARETH,Nazareth College,USA,NY,Rochester,4245,East Ave,14618,naz.edu,Private,English,1924
NEW_ROCHELLE,College of New Rochelle,USA,NY,New Rochelle,29,Castle Pl,10805,cnr.edu,Private,English,1904
NEW_SCHOOL,The New School,USA,NY,New York,66,West 12th St,10011,newschool.edu,Private,English,1919
NIAGARA,Niagara University,USA,NY,Niagara University,5795,Lewiston Rd,14109,niagara.edu,Private,English,1856
NYACK,Nyack College,USA,NY,Nyack,1,South Blvd,10960,nyack.edu,Private,English,1882
PACE,Pace University,USA,NY,New York,1,Pace Plaza,10038,pace.edu,Private,English,1906
PARSONS,Parsons School of Design,USA,NY,New York,2,West 13th St,10011,newschool.edu,Private,English,1896
PRATT,Pratt Institute,USA,NY,Brooklyn,200,Willoughby Ave,11205,pratt.edu,Private,English,1887
RENSSELAER,Rensselaer Polytechnic Institute,USA,NY,Troy,110,8th St,12180,rpi.edu,Private,English,1824
ROBERTS_WESLEYAN,Roberts Wesleyan College,USA,NY,Rochester,2301,Westside Dr,14624,roberts.edu,Private,English,1866
SAGE,Russell Sage College,USA,NY,Troy,65,1st St,12180,sage.edu,Private,English,1916
SAINT_BONAVENTURE,St. Bonaventure University,USA,NY,St. Bonaventure,3261,West State Rd,14778,sbu.edu,Private,English,1858
SAINT_FRANCIS_NY,St. Francis College,USA,NY,Brooklyn Heights,180,Remsen St,11201,sfc.edu,Private,English,1859
SAINT_JOHN_FISHER,St. John Fisher College,USA,NY,Rochester,3690,East Ave,14618,sjfc.edu,Private,English,1948
SAINT_JOHNS,St. John's University,USA,NY,Queens,8000,Utopia Pkwy,11439,stjohns.edu,Private,English,1870
SAINT_JOSEPHS_NY,St. Joseph's College,USA,NY,Brooklyn,245,Clinton Ave,11205,sjcny.edu,Private,English,1916
SAINT_ROSE,College of Saint Rose,USA,NY,Albany,432,Western Ave,12203,strose.edu,Private,English,1920
SAINT_THOMAS_AQUINAS,St. Thomas Aquinas College,USA,NY,Sparkill,125,Route 340,10976,stac.edu,Private,English,1952
SARAH_LAWRENCE,Sarah Lawrence College,USA,NY,Bronxville,1,Mead Way,10708,sarahlawrence.edu,Private,English,1926
SCHOOL_VISUAL_ARTS,School of Visual Arts,USA,NY,New York,209,East 23rd St,10010,sva.edu,Private,English,1947
SIENA,Siena College,USA,NY,Loudonville,515,Loudon Rd,12211,siena.edu,Private,English,1937
SUNY_EMPIRE,SUNY Empire State College,USA,NY,Saratoga Springs,113,West Ave,12866,esc.edu,Public,English,1971
UTICA,Utica College,USA,NY,Utica,1600,Burrstone Rd,13502,utica.edu,Private,English,1946
VAUGHN,Vaughn College of Aeronautics and Technology,USA,NY,Flushing,8601,23rd Ave,11369,vaughn.edu,Private,English,1932
WAGNER,Wagner College,USA,NY,Staten Island,1,Campus Rd,10301,wagner.edu,Private,English,1883
WEBB,Webb Institute,USA,NY,Glen Cove,298,Crescent Beach Rd,11542,webb.edu,Private,English,1889
YESHIVA,Yeshiva University,USA,NY,New York,500,West 185th St,10033,yu.edu,Private,English,1886
COLORADO_SCHOOL_MINES,Colorado School of Mines,USA,CO,Golden,1500,Illinois St,80401,mines.edu,Public,English,1874
COLORADO_STATE,Colorado State University,USA,CO,Fort Collins,1062,Campus Delivery,80523,colostate.edu,Public,English,1870
UNIVERSITY_DENVER,University of Denver,USA,CO,Denver,2199,South University Blvd,80208,du.edu,Private,English,1864
COLORADO_COLLEGE,Colorado College,USA,CO,Colorado Springs,14,East Cache La Poudre St,80903,coloradocollege.edu,Private,English,1874
REGIS_CO,Regis University,USA,CO,Denver,3333,Regis Blvd,80221,regis.edu,Private,English,1877
METROPOLITAN_STATE,Metropolitan State University of Denver,USA,CO,Denver,890,Auraria Pkwy,80204,msudenver.edu,Public,English,1963
COLORADO_STATE_PUEBLO,Colorado State University Pueblo,USA,CO,Pueblo,2200,Bonforte Blvd,81001,csupueblo.edu,Public,English,1933
UNIVERSITY_NORTHERN_COLORADO,University of Northern Colorado,USA,CO,Greeley,501,20th St,80639,unco.edu,Public,English,1889
WESTERN_COLORADO,Western Colorado University,USA,CO,Gunnison,1,Western Way,81231,western.edu,Public,English,1901
ADAMS_STATE,Adams State University,USA,CO,Alamosa,208,Edgemont Blvd,81101,adams.edu,Public,English,1921
FORT_LEWIS,Fort Lewis College,USA,CO,Durango,1000,Rim Dr,81301,fortlewis.edu,Public,English,1911
COLORADO_MESA,Colorado Mesa University,USA,CO,Grand Junction,1100,North Ave,81501,coloradomesa.edu,Public,English,1925
COLORADO_CHRISTIAN,Colorado Christian University,USA,CO,Lakewood,8787,West Alameda Ave,80226,ccu.edu,Private,English,1914
DENVER_SEMINARY,Denver Seminary,USA,CO,Littleton,6399,South Santa Fe Dr,80120,denverseminary.edu,Private,English,1950
JOHNSON_WALES_CO,Johnson & Wales University,USA,CO,Denver,7150,Montview Blvd,80220,jwu.edu,Private,English,1914
NAROPA,Naropa University,USA,CO,Boulder,2130,Arapahoe Ave,80302,naropa.edu,Private,English,1974
NATIONAL_AMERICAN,National American University,USA,CO,Colorado Springs,1915,Jamboree Dr,80920,national.edu,Private,English,1941
ROCKY_MOUNTAIN_ART,Rocky Mountain College of Art + Design,USA,CO,Lakewood,1600,Pierce St,80214,rmcad.edu,Private,English,1963
ROCKY_MOUNTAIN_HEALTH,Rocky Mountain University of Health Professions,USA,UT,Provo,122,East 1700 South,84606,rmuohp.edu,Private,English,1998
SOUTHERN_UTAH,Southern Utah University,USA,UT,Cedar City,351,West University Blvd,84720,suu.edu,Public,English,1897
UTAH_STATE,Utah State University,USA,UT,Logan,1400,Old Main Hill,84322,usu.edu,Public,English,1888
UTAH_VALLEY,Utah Valley University,USA,UT,Orem,800,West University Pkwy,84058,uvu.edu,Public,English,1941
WEBER_STATE,Weber State University,USA,UT,Ogden,1137,University Cir,84408,weber.edu,Public,English,1889
DIXIE_STATE,Dixie State University,USA,UT,St. George,225,South 700 East,84770,dixie.edu,Public,English,1911
SNOW_COLLEGE,Snow College,USA,UT,Ephraim,150,East College Ave,84627,snow.edu,Public,English,1888
SALT_LAKE_COMMUNITY,Salt Lake Community College,USA,UT,Salt Lake City,4600,South Redwood Rd,84123,slcc.edu,Public,English,1948
BRIGHAM_YOUNG,Brigham Young University,USA,UT,Provo,1,BYU,84602,byu.edu,Private,English,1875
WESTMINSTER_UT,Westminster College,USA,UT,Salt Lake City,1840,South 1300 East,84105,westminstercollege.edu,Private,English,1875
NEVADA_LAS_VEGAS,University of Nevada Las Vegas,USA,NV,Las Vegas,4505,Maryland Pkwy,89154,unlv.edu,Public,English,1957
NEVADA_RENO,University of Nevada Reno,USA,NV,Reno,1664,North Virginia St,89557,unr.edu,Public,English,1874
GREAT_BASIN,Great Basin College,USA,NV,Elko,1500,College Pkwy,89801,gbcnv.edu,Public,English,1967
NEVADA_STATE,Nevada State College,USA,NV,Henderson,1300,Nevada State Dr,89002,nsc.edu,Public,English,2002
TRUCKEE_MEADOWS,Truckee Meadows Community College,USA,NV,Reno,7000,Dandini Blvd,89512,tmcc.edu,Public,English,1971
COLLEGE_SOUTHERN_NEVADA,College of Southern Nevada,USA,NV,Las Vegas,6375,West Charleston Blvd,89146,csn.edu,Public,English,1971
WESTERN_NEVADA,Western Nevada College,USA,NV,Carson City,2201,West College Pkwy,89703,wnc.edu,Public,English,1971
SIERRA_NEVADA,Sierra Nevada College,USA,NV,Incline Village,999,Tahoe Blvd,89451,sierranevada.edu,Private,English,1969
ART_INSTITUTE_LAS_VEGAS,Art Institute of Las Vegas,USA,NV,Henderson,2350,Corporate Cir,89074,artinstitutes.edu,Private,English,1983
ARIZONA_STATE,Arizona State University,USA,AZ,Tempe,1151,South Forest Ave,85287,asu.edu,Public,English,1885
NORTHERN_ARIZONA,Northern Arizona University,USA,AZ,Flagstaff,1395,South Knoles Dr,86011,nau.edu,Public,English,1899
ARIZONA_WESTERN,Arizona Western College,USA,AZ,Yuma,2020,South Avenue 8E,85365,azwestern.edu,Public,English,1963
CENTRAL_ARIZONA,Central Arizona College,USA,AZ,Coolidge,8470,North Overfield Rd,85128,centralaz.edu,Public,English,1961
COCHISE,Cochise College,USA,AZ,Douglas,901,North Colombo Ave,85607,cochise.edu,Public,English,1962
COCONINO,Coconino Community College,USA,AZ,Flagstaff,2800,South Lone Tree Rd,86001,coconino.edu,Public,English,1991
ESTRELLA_MOUNTAIN,Estrella Mountain Community College,USA,AZ,Avondale,3000,North Dysart Rd,85392,estrellamountain.edu,Public,English,1992
GATEWAYS,GateWay Community College,USA,AZ,Phoenix,108,North 40th St,85034,gatewaycc.edu,Public,English,1968
GLENDALE_COMMUNITY,Glendale Community College,USA,AZ,Glendale,6000,West Olive Ave,85302,gccaz.edu,Public,English,1965
MARICOPA,Mesa Community College,USA,AZ,Mesa,1833,West Southern Ave,85202,mesacc.edu,Public,English,1963
MOHAVE,Mohave Community College,USA,AZ,Kingman,1971,Jagerson Ave,86409,mohave.edu,Public,English,1971
NAVAJO,Navajo Technical University,USA,AZ,Crownpoint,505,BIA Route 7,87313,navajotech.edu,Public,English,1979
PARADISE_VALLEY,Paradise Valley Community College,USA,AZ,Phoenix,18401,North 32nd St,85032,paradisevalley.edu,Public,English,1985
PHOENIX_COLLEGE,Phoenix College,USA,AZ,Phoenix,1202,West Thomas Rd,85013,phoenixcollege.edu,Public,English,1920
PIMA,Pima Community College,USA,AZ,Tucson,4905,East Broadway Blvd,85709,pima.edu,Public,English,1966
RIO_SALADO,Rio Salado College,USA,AZ,Tempe,2323,West 14th St,85281,riosalado.edu,Public,English,1978
SCOTTSDALE,Scottsdale Community College,USA,AZ,Scottsdale,9000,East Chaparral Rd,85256,scottsdalecc.edu,Public,English,1969
SOUTH_MOUNTAIN,South Mountain Community College,USA,AZ,Phoenix,7050,South 24th St,85042,southmountaincc.edu,Public,English,1979
TOHONO_OODHAM,Tohono O'odham Community College,USA,AZ,Sells,2840,West Indian Rte 15,85634,tocc.edu,Public,English,1998
YAVAPAI,Yavapai College,USA,AZ,Prescott,1100,East Sheldon St,86301,yc.edu,Public,English,1966
ARIZONA_CHRISTIAN,Arizona Christian University,USA,AZ,Glendale,2625,East Cactus Rd,85032,arizonachristian.edu,Private,English,1960
GRAND_CANYON,Grand Canyon University,USA,AZ,Phoenix,3300,West Camelback Rd,85017,gcu.edu,Private,English,1949
EMBRY_RIDDLE_AZ,Embry-Riddle Aeronautical University,USA,AZ,Prescott,3700,Willow Creek Rd,86301,erau.edu,Private,English,1978
PRESCOTT_COLLEGE,Prescott College,USA,AZ,Prescott,220,Grove Ave,86301,prescott.edu,Private,English,1966
SOUTHWEST_COLLEGE_NATUROPATHIC,Southwest College of Naturopathic Medicine,USA,AZ,Tempe,2140,East Broadway Rd,85282,scnm.edu,Private,English,1992
UNIVERSITY_ADVANCING_TECH,University of Advancing Technology,USA,AZ,Tempe,2625,West Baseline Rd,85283,uat.edu,Private,English,1983
WESTERN_INTERNATIONAL,Western International University,USA,AZ,Phoenix,9215,North Black Canyon Hwy,85021,west.edu,Private,English,1978
NEW_MEXICO_STATE,New Mexico State University,USA,NM,Las Cruces,1780,East University Ave,88003,nmsu.edu,Public,English,1888
NEW_MEXICO_TECH,New Mexico Institute of Mining and Technology,USA,NM,Socorro,801,Leroy Pl,87801,nmt.edu,Public,English,1889
EASTERN_NEW_MEXICO,Eastern New Mexico University,USA,NM,Portales,1500,South Ave K,88130,enmu.edu,Public,English,1934
WESTERN_NEW_MEXICO,Western New Mexico University,USA,NM,Silver City,1000,West College Ave,88062,wnmu.edu,Public,English,1893
NEW_MEXICO_HIGHLANDS,New Mexico Highlands University,USA,NM,Las Vegas,1005,Diamond Ave,87701,nmhu.edu,Public,English,1893
NORTHERN_NEW_MEXICO,Northern New Mexico College,USA,NM,Espanola,921,Paseo de Onate,87532,nnmc.edu,Public,English,1909
SAN_JUAN,San Juan College,USA,NM,Farmington,4601,College Blvd,87402,sanjuancollege.edu,Public,English,1956
CENTRAL_NEW_MEXICO,Central New Mexico Community College,USA,NM,Albuquerque,525,Buena Vista Dr SE,87106,cnm.edu,Public,English,1965
CLOVIS,Clovis Community College,USA,NM,Clovis,417,Schepps Blvd,88101,clovis.edu,Public,English,1990
DONA_ANA,Doña Ana Community College,USA,NM,Las Cruces,3400,South Espina St,88003,dacc.nmsu.edu,Public,English,1973
LUNA,Luna Community College,USA,NM,Las Vegas,366,Luna Dr,87701,luna.edu,Public,English,1970
MESALANDS,Mesalands Community College,USA,NM,Tucumcari,911,South 10th St,88401,mesalands.edu,Public,English,1979
NAVAJO_TECHNICAL,Navajo Technical University,USA,NM,Crownpoint,505,BIA Route 7,87313,navajotech.edu,Public,English,1979
NEW_MEXICO_JUNIOR,New Mexico Junior College,USA,NM,Hobbs,5317,Lovington Hwy,88240,nmjc.edu,Public,English,1965
NEW_MEXICO_MILITARY,New Mexico Military Institute,USA,NM,Roswell,101,West College Blvd,88201,nmmi.edu,Public,English,1891
SANTA_FE_COMMUNITY,Santa Fe Community College,USA,NM,Santa Fe,6401,Richards Ave,87508,sfcc.edu,Public,English,1983
SOUTHWESTERN_INDIAN,Southwestern Indian Polytechnic Institute,USA,NM,Albuquerque,9169,Coors Rd NW,87120,sipi.edu,Public,English,1971
UNIVERSITY_SOUTHWEST,University of the Southwest,USA,NM,Hobbs,6610,Lovington Hwy,88240,usw.edu,Private,English,1962
ST_JOHNS_NM,St. John's College,USA,NM,Santa Fe,1160,Camino Cruz Blanca,87505,sjc.edu,Private,English,1964
INSTITUTE_AMERICAN_INDIAN,Institute of American Indian Arts,USA,NM,Santa Fe,83,Avan Nu Po Rd,87508,iaia.edu,Public,English,1962
BOISE_STATE,Boise State University,USA,ID,Boise,1910,University Dr,83725,boisestate.edu,Public,English,1932
IDAHO_STATE,Idaho State University,USA,ID,Pocatello,921,South 8th Ave,83209,isu.edu,Public,English,1901
LEWIS_CLARK_STATE,Lewis-Clark State College,USA,ID,Lewiston,500,8th Ave,83501,lcsc.edu,Public,English,1893
COLLEGE_IDAHO,College of Idaho,USA,ID,Caldwell,2112,Cleveland Blvd,83605,collegeofidaho.edu,Private,English,1891
COLLEGE_SOUTHERN_IDAHO,College of Southern Idaho,USA,ID,Twin Falls,315,Falls Ave,83301,csi.edu,Public,English,1964
NORTH_IDAHO_COLLEGE,North Idaho College,USA,ID,Coeur d'Alene,1000,West Garden Ave,83814,nic.edu,Public,English,1933
BRIGHAM_YOUNG_IDAHO,Brigham Young University-Idaho,USA,ID,Rexburg,525,South Center St,83460,byui.edu,Private,English,1888
STEVENS_HENAGER,Stevens-Henager College,USA,ID,Boise,1444,South Entertainment Ave,83709,stevenshenager.edu,Private,English,1891
UNIVERSITY_PHOENIX_IDAHO,University of Phoenix,USA,ID,Meridian,3075,East Goldstone Dr,83642,phoenix.edu,Private,English,1976
MONTANA_STATE,Montana State University,USA,MT,Bozeman,210,Montana Hall,59717,montana.edu,Public,English,1893
MONTANA_TECH,Montana Technological University,USA,MT,Butte,1300,West Park St,59701,mtech.edu,Public,English,1900
MONTANA_STATE_NORTHERN,Montana State University Northern,USA,MT,Havre,300,13th St West,59501,msun.edu,Public,English,1929
MONTANA_STATE_BILLINGS,Montana State University Billings,USA,MT,Billings,1500,University Dr,59101,msubillings.edu,Public,English,1927
UNIVERSITY_GREAT_FALLS,University of Providence,USA,MT,Great Falls,1301,20th St South,59405,ugf.edu,Private,English,1932
CARROLL_COLLEGE,Carroll College,USA,MT,Helena,1601,North Benton Ave,59625,carroll.edu,Private,English,1909
ROCKY_MOUNTAIN_COLLEGE,Rocky Mountain College,USA,MT,Billings,1511,Poly Dr,59102,rocky.edu,Private,English,1878
SALISH_KOOTENAI,Salish Kootenai College,USA,MT,Pablo,58138,Highway 93,59855,skc.edu,Public,English,1977
LITTLE_BIG_HORN,Little Big Horn College,USA,MT,Crow Agency,8645,South Weaver Dr,59022,lbhc.edu,Public,English,1980
CHIEF_DULL_KNIFE,Chief Dull Knife College,USA,MT,Lame Deer,1 College Dr,59043,cdkc.edu,Public,English,1975,
FORT_BELKNAP,Fort Belknap College,USA,MT,Harlem,335,Bear Paw St,59526,fbcc.edu,Public,English,1984
FORT_PECK,Fort Peck Community College,USA,MT,Poplar,605,Indian Ave,59255,fpcc.edu,Public,English,1978
STONE_CHILD,Stone Child College,USA,MT,Box Elder,8294,Upper Box Elder Rd,59521,stonechild.edu,Public,English,1984
BLACKFEET,Blackfeet Community College,USA,MT,Browning,504,SE Boundary St,59417,bfcc.edu,Public,English,1974
AANIIIH_NAKODA,Aaniiih Nakoda College,USA,MT,Harlem,335,Bear Paw St,59526,ancollege.edu,Public,English,1984
DAWSON,Dawson Community College,USA,MT,Glendive,300,College Dr,59330,dawson.edu,Public,English,1940
FLATHEAD_VALLEY,Flathead Valley Community College,USA,MT,Kalispell,777,Grandview Dr,59901,fvcc.edu,Public,English,1967
GREAT_FALLS_COLLEGE,Great Falls College Montana State University,USA,MT,Great Falls,2100,16th Ave South,59405,gfcmsu.edu,Public,English,1969
HELENA_COLLEGE,Helena College University of Montana,USA,MT,Helena,1115,North Roberts St,59601,helenacollege.edu,Public,English,1939
MILES_COMMUNITY,Miles Community College,USA,MT,Miles City,2715,Dickinson St,59301,milescc.edu,Public,English,1939
CASPER_COLLEGE,Casper College,USA,WY,Casper,125,College Dr,82601,caspercollege.edu,Public,English,1945
CENTRAL_WYOMING,Central Wyoming College,USA,WY,Riverton,2660,Peck Ave,82501,cwc.edu,Public,English,1966
EASTERN_WYOMING,Eastern Wyoming College,USA,WY,Torrington,3200,West C St,82240,ewc.edu,Public,English,1948
LARAMIE_COUNTY,Laramie County Community College,USA,WY,Cheyenne,1400,East College Dr,82007,lccc.edu,Public,English,1968
NORTHERN_WYOMING,Northern Wyoming Community College District,USA,WY,Sheridan,3059,Coffeen Ave,82801,sheridan.edu,Public,English,1948
NORTHWEST,Northwest College,USA,WY,Powell,231,West 6th St,82435,nwc.edu,Public,English,1946
WESTERN_WYOMING,Western Wyoming Community College,USA,WY,Rock Springs,2500,College Dr,82902,wwcc.edu,Public,English,1959
ALASKA_ANCHORAGE,University of Alaska Anchorage,USA,AK,Anchorage,3211,Providence Dr,99508,uaa.alaska.edu,Public,English,1954
ALASKA_SOUTHEAST,University of Alaska Southeast,USA,AK,Juneau,11120,Glacier Hwy,99801,uas.alaska.edu,Public,English,1972
ALASKA_PACIFIC,Alaska Pacific University,USA,AK,Anchorage,4101,University Dr,99508,alaskapacific.edu,Private,English,1957
ALASKA_BIBLE,Alaska Bible College,USA,AK,Palmer,248,East Elmwood Ave,99645,akbible.edu,Private,English,1966
CHARTER_COLLEGE,Charter College,USA,AK,Anchorage,2221,East Northern Lights Blvd,99508,chartercollege.edu,Private,English,1985
ILISAGVIK,Ilisagvik College,USA,AK,Barrow,100,Stevenson Rd,99723,ilisagvik.edu,Public,English,1995
HAWAII_MANOA,University of Hawaii at Manoa,USA,HI,Honolulu,2500,Campus Rd,96822,hawaii.edu,Public,English,1907
HAWAII_HILO,University of Hawaii at Hilo,USA,HI,Hilo,200,West Kawili St,96720,hilo.hawaii.edu,Public,English,1970
