faculty_id,name,first_name,last_name,middle_names,other_name,degree,all_degrees_and_inst,all_degrees_only,research_areas,university_code,university,faculty,department,other_depts,primary_aff,membership,canada_research_chair,director,position,,full_time,adjunct,uni_email,other_email,uni_page,website,misc,twitter,phone,fax,gscholar,scopus,wos,orcid,researchgate,academicedu,linkedin
,Meaghen Quinlan-​Davidson,Meaghen,Quinlan-​Davidson,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Carlos Quiñonez,Carlos,Quiñonez,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Linda Rabeneck,Linda,Rabeneck,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Janet Raboud,Janet,Raboud,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Professor,,,,,,,,,,,,,,,,,,
,Beth Rachlis,Beth,Rachlis,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Michael Rachlis,Michael,Rachlis,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Professor,,,,,,,,,,,,,,,,,,
,Sally Radisic,Sally,Radisic,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Professor,,,,,,,,,,,,,,,,,,
,Nikhil Rajaram,Nikhil,Rajaram,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Professor,,,,,,,,,,,,,,,,,,
,James GD Rankin,James,Rankin,GD,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor Emeritus,,,,,,,,,,,,,,,,,,
,Savithiri Ratnapalan,Savithiri,Ratnapalan,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Elizabeth Rea,Elizabeth,Rea,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Professor,,,,,,,,,,,,,,,,,,
,Frances Recknor,Frances,Recknor,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Vanessa Redditt,Vanessa,Redditt,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Lecturer,,,,,,,,,,,,,,,,,,
,Kevin Reel,Kevin,Reel,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Rebecca Renwick,Rebecca,Renwick,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Donna L Reynolds,Donna,Reynolds,L,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Jeremy Rezmovitz,Jeremy,Rezmovitz,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Carla Rice,Carla,Rice,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Denyse Richardson,Denyse,Richardson,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Sarah A Richmond,Sarah,Richmond,A,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Professor,,,,,,,,,,,,,,,,,,
,Maria Ricupero,Maria,Ricupero,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Peter Riggin,Peter,Riggin,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Julian Robbins,Julian,Robbins,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Ann Robertson,Ann,Robertson,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor Emerita,,,,,,,,,,,,,,,,,,
,Jamie Robertson,Jamie,Robertson,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Cecilia Rocha,Cecilia,Rocha,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Paula Rochon,Paula,Rochon,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Gary Rodin,Gary,Rodin,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Kevin Rodrigues,Kevin,Rodrigues,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Michael Roerecke,Michael,Roerecke,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Sophie Roher,Sophie,Roher,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Imara Ajani Rolston,Imara,Rolston,Ajani,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Laura C Rosella,Laura,Rosella,C,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Lori E Ross,Lori,Ross,E,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Daniel Roth,Daniel,Roth,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Linda Rothman,Linda,Rothman,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Katherine Rouleau,Katherine,Rouleau,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,I.D. Rusen,I.D.,Rusen,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Professor,,,,,,,,,,,,,,,,,,
,Brian Rush,Brian,Rush,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Christopher James Rutty,Christopher,Rutty,James,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Professor,,,,,,,,,,,,,,,,,,
,Olli Saarela,Olli,Saarela,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Joan Saary,Joan,Saary,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Herveen Sachdeva,Herveen,Sachdeva,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Isaac Sakinofsky,Isaac,Sakinofsky,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor Emeritus,,,,,,,,,,,,,,,,,,
,Folake Samuel,Folake,Samuel,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Elizabeth F Sanders,Elizabeth,Sanders,F,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Jaime Sapag,Jaime,Sapag,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Erdman Sarah,Erdman,Sarah,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Andrea Sass-​Kortsak,Andrea,Sass-​Kortsak,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor Emerita,,,,,,,,,,,,,,,,,,
,Brian Schwartz,Brian,Schwartz,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Kevin Schwartz,Kevin,Schwartz,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Robert Mitchell Schwartz,Robert,Schwartz,Mitchell,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor Emeritus,,,,,,,,,,,,,,,,,,
,Heather Katherine Scott-​Marshall,Heather,Scott-​Marshall,Katherine,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Professor,,,,,,,,,,,,,,,,,,
,Helen Scott,Helen,Scott,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,James A Scott,James,Scott,A,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Jeremy Alexander Scott,Jeremy,Scott,Alexander,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Ervin Sejdić,Ervin,Sejdić,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Peter Selby,Peter,Selby,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Daniel W Sellen,Daniel,Sellen,W,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Chandrakant P Shah,Chandrakant,Shah,P,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor Emeritus,,,,,,,,,,,,,,,,,,
,Nirtal Shah,Nirtal,Shah,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Rita Shahin,Rita,Shahin,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Professor,,,,,,,,,,,,,,,,,,
,Zahra Shakeri Hossein Abad,Zahra,Shakeri Hossein Abad,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Rebecca Shalansky,Rebecca,Shalansky,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Harry Shannon,Harry,Shannon,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Professor,,,,,,,,,,,,,,,,,,
,Gilla Shapiro,Gilla,Shapiro,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Howard Shapiro,Howard,Shapiro,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Professor,,,,,,,,,,,,,,,,,,
,Divya Sharma,Divya,Sharma,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Jay Shaw,Jay,Shaw,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Shixin Shen,Shixin,Shen,,Cindy,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Amanda J Sheppard,Amanda,Sheppard,J,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Konstantin Shestopaloff,Konstantin,Shestopaloff,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Kevin Shield,Kevin,Shield,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Paul Shuper,Paul,Shuper,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Gary Sibbald,Gary,Sibbald,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Suzanne Sicchia,Suzanne,Sicchia,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,"Associate Professor, Teaching Stream",,,,,,,,,,,,,,,,,,
,Arjumand Siddiqi,Arjumand,Siddiqi,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Jeffrey Siegel,Jeffrey,Siegel,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Michael Silverman,Michael,Silverman,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Lisa Simon,Lisa,Simon,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Jerome Amir Singh,Jerome,Singh,Amir,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Professor,,,,,,,,,,,,,,,,,,
,Daisy Singla,Daisy,Singla,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Giovanna Sirianni,Giovanna,Sirianni,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Harvey A Skinner,Harvey,Skinner,A,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor Emeritus,,,,,,,,,,,,,,,,,,
,Brendan T Smith,Brendan,Smith,T,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Maureen Smith,Maureen,Smith,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Professor,,,,,,,,,,,,,,,,,,
,Maxwell J Smith,Maxwell,Smith,J,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Peter M Smith,Peter,Smith,M,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Robert Smith,Robert,Smith,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Janet Smylie,Janet,Smylie,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Sumeet Sodhi,Sumeet,Sodhi,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Ryan Sommers,Ryan,Sommers,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Bundit Sornpaisarn,Bundit,Sornpaisarn,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Vincent Spilchuk,Vincent,Spilchuk,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Sheryl Spithoff,Sheryl,Spithoff,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Jeavana Sritharan,Jeavana,Sritharan,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Jamie Stafford,Jamie,Stafford,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Robert Steiner,Robert,Steiner,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Suzanne L Stewart,Suzanne,Stewart,L,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Robert Stirling,Robert,Stirling,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Professor,,,,,,,,,,,,,,,,,,
,Carol Strike,Carol,Strike,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Lisa Joanna Strug,Lisa,Strug,Joanna,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Padmaja Subbarao,Padmaja,Subbarao,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Frank Sullivan,Frank,Sullivan,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Terrence Sullivan,Terrence,Sullivan,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Richard Summerbell,Richard,Summerbell,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Lei Sun,Lei,Sun,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Rinku Sutradhar,Rinku,Sutradhar,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Jenna Sykes,Jenna,Sykes,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Michael Szego,Michael,Szego,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Susanna Talarico,Susanna,Talarico,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Lecturer,,,,,,,,,,,,,,,,,,
,Lesley A Tarasoff,Lesley,Tarasoff,A,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Susan M Tarlo,Susan,Tarlo,M,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Youyenn Teo,Youyenn,Teo,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Aaron Thompson,Aaron,Thompson,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Alison Thompson,Alison,Thompson,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Kevin E Thorpe,Kevin,Thorpe,E,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Naomi Thulien,Naomi,Thulien,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Ragavan Thurairatnam,Ragavan,Thurairatnam,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Ajiboye Timothy Wale,Ajiboye,Timothy Wale,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Roberta K Timothy,Roberta,Timothy,K,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Teresa To,Teresa,To,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,George Tomlinson,George,Tomlinson,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Emile Tompa,Emile,Tompa,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Andrea Tricco,Andrea,Tricco,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Kazumi Tsuchiya,Kazumi,Tsuchiya,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Ashleigh Tuite,Ashleigh,Tuite,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Nigel E Turner,Nigel,Turner,E,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Ingrid Tyler,Ingrid,Tyler,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Ross EG Upshur,Ross,Upshur,EG,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Bruce Urch,Bruce,Urch,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Faraz Vahid Shahidi,Faraz,Vahid Shahidi,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Monique van Lettow,Monique,van Lettow,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Loren Vanderlinden,Loren,Vanderlinden,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Professor,,,,,,,,,,,,,,,,,,
,Franklin Wagner,Franklin,Wagner,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Michael Wainberg,Michael,Wainberg,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Ingrid Waldron,Ingrid,Waldron,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Jennifer D Walker,Jennifer,Walker,D,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Meghan Walker,Meghan,Walker,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Tamara Wallington,Tamara,Wallington,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Lisa Wang,Lisa,Wang,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Peizhong Peter Wang,Peizhong,Wang,Peter,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Susitha Wanigaratne,Susitha,Wanigaratne,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Daniel Warshafsky,Daniel,Warshafsky,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Fiona Webster,Fiona,Webster,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Xiaolin Wei,Xiaolin,Wei,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Samantha Wells,Samantha,Wells,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Frank Wendt,Frank,Wendt,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Cynthia R Whitehead,Cynthia,Whitehead,R,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Christine M Wickens,Christine,Wickens,M,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Michael Widener,Michael,Widener,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Brenda C Williams,Brenda,Williams,C,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Connie Williams,Connie,Williams,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,David Williams,David,Williams,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Professor,,,,,,,,,,,,,,,,,,
,Sarah Wilson,Sarah,Wilson,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Andrea Wirtz,Andrea,Wirtz,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Clare Wiseman,Clare,Wiseman,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
